5fad207ef5fdf9001782771d,type,Image,Product Name,product_desctiption,U.O.M,Is veg,Harvest Price,MRP
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 3X More Stamina 750g,-,1 pc,TRUE,351,351
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 3X Stamina,-,1 pc,TRUE,195,195
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 500G,-,1 pkt,TRUE,195,195
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 500g IPL PROMO,-,1 pc,TRUE,247,247
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,boost bottlre500ml,-,1 btl,TRUE,247,247
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,boost stamia 500g,-,6 pc,TRUE,227,227
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,boost stamia 500g,-,6 pc,TRUE,234,234
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN BISCUITS 7/63,-,1 pc,TRUE,10,10
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA 200G,-,1 btl,TRUE,107,107
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA 500 GM,-,1 pkt,TRUE,204,204
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA 5RS*,-,1 pkt,TRUE,5,5
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,bourn vita banana &oats,-,1 pc,TRUE,30,30
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA BANANA BISCUIT,-,1 pc,TRUE,25,25
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA BISCUITS,-,1 pc,TRUE,10,10
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bourn Vita Little Champ-500g,-,1 pkt,TRUE,267,267
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURNVILLE RICH COCOA 31 G,-,1 pc,TRUE,45,45
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita,-,1 btl,TRUE,217,217
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita 500g,-,1 pkt,TRUE,209,209
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita 500G Jar Exam Promo,-,1 btl,TRUE,217,217
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita Fills 18G,-,1 pc,TRUE,10,10
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURNVITA JAR 500G,-,1 pkt,TRUE,217,217
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita Shakti Clini 75G,-,1 pkt,TRUE,30,30
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,bournvita500gms,-,1 pc,TRUE,215,215
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Bournville 50% Dark,-,1 pc,TRUE,100,100
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Bournville Cranberry 80G,-,1 pc,TRUE,100,100
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Bournville Raisin&Nut 80,-,1 pc,TRUE,100,100
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,cadbury bournvita,-,1 pkt,TRUE,30,30
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Bournvita Inner Strngth Formula,-,1 pc,TRUE,223,223
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Choclate Flavour 400gm,-,1 btl,TRUE,535,535
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CLASSIC MALT JAR 500G,-,1 pc,TRUE,242,235
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Closeup Fresh Nature Boost 80g,-,1 pc,TRUE,50,50
5fad207ef5fdf9001782771d,type,Image,Complan 200G,product_desctiption,1 pc,Is veg,115,115
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Complan Chocolate 500G RE,-,1 pkt,TRUE,280,280
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Complan Creamy Clasic 500g,-,1 pkt,TRUE,245,245
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,COMPLAN Pista BADAM 500G,-,1 pkt,TRUE,315,315
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Complan Roya Chocolate500g,-,1 btl,TRUE,299,299
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,COMPLAN Royal Choclate 200G,-,1 pkt,TRUE,115,115
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,dabur glucose orange,-,1 pkt,TRUE,38,38
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,dabur glucose orange,-,1 pkt,TRUE,40,40
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,DABUR GLUCOSE-C OR 250GM,-,1 pc,TRUE,63,63
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,DABUR GLUCOSE-D 250 GM,-,1 pc,TRUE,58,58
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,DABUR GULABARI CLD CRM 30ML,-,1 pc,TRUE,44,44
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,DABUR GULABARI MOISTURIZING COLD CREAM,-,1 pc,TRUE,80,80
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,H Royal Kesar Badam 400g,-,1 pkt,TRUE,257,257
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,HERSHEYS MILK BOOSTER CHOCOLATE 450 GM,-,1 btl,TRUE,200,200
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,HOELICKS  15 gr (5 Rs),-,1 pc,TRUE,5,5
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,HORLICK 500 GM Clasic Malt,-,1 pkt,TRUE,229,229
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,horlickes CLASSIC MALT JAR 200G,-,1 pc,TRUE,111,111
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,"HORLICKS  Junior ( 1,2,3 )500  Jar",-,1 pc,TRUE,288,288
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,horlicks 10,-,1 pc,TRUE,10,10
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks 18g Sachet,-,1 pkt,TRUE,5,5
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks 1Kg,-,1 pc,TRUE,405,410
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks Bis 85G,-,1 pc,TRUE,10,10
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks Biscuits 100g,-,1 pkt,TRUE,20,20
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,horlicks biscuits mini,-,1 pc,TRUE,5,5
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks Chocolate Delight 750g,-,1 pkt,TRUE,285,285
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks Chocolate Delight Flavour,-,1 pkt,TRUE,221,221
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks Chocolate Deligth 200gm,-,1 pc,TRUE,105,105
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks clasic malt 200g,-,1 pkt,TRUE,90,90
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks Clasic Malt 200GCM,-,1 pc,TRUE,105,105
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks Clasic Malt 500G,-,1 pkt,TRUE,229,229
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,horlicks classic  malt 200 gm,-,1 btl,TRUE,111,111
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,horlicks classic 500gm,-,4 pkt,TRUE,190,190
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks Classic Malt 500g,-,1 btl,TRUE,242,242
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,HORLICKS JUNIOR 500G,-,1 pkt,TRUE,270,270
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,HORLICKS JUNIOR CHOCOLATE FLAVOUR,-,1 btl,TRUE,288,288
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks lite,-,1 pkt,TRUE,288,288
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks Mother 200G,-,1 pc,TRUE,225,225
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks Oats 1kg,-,1 pkt,TRUE,199,199
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks Oats 500G,-,1 pkt,TRUE,99,99
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks Protein Plus 200g,-,1 pkt,TRUE,295,295
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,HORLICKS PROTEIN+ VANILLA JAR 400G,-,1 pc,TRUE,535,535
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,HORLICKS SACHTES 10,-,1 pc,TRUE,10,10
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Horlicks WMN Choc fl 400gm BIB,-,1 pc,TRUE,284,284
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,HORLICKS WOMEN'S CARAMEL,-,1 pc,TRUE,299,299
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,horlicksChocolate Delight,-,1 pkt,TRUE,211,211
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,JHX 123 200G BIB,-,1 pc,TRUE,135,135
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Jr Horlicks Stage2,-,1 btl,TRUE,230,273
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,junior horlicks,-,1 pc,TRUE,209,209
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Junior Horlicks 1-6 Years,-,1 btl,TRUE,288,288
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,junior horlicks 200g,-,1 pkt,TRUE,135,135
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Junior Horlicks Vanila Flavour 500G,-,1 pc,TRUE,273,273
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,lifebuoy immuinty booster 240ml,-,1 pkt,TRUE,120,120
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Mother's Horlicks Vanila 500g,-,1 pc,TRUE,525,525
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,mothers horlicks,-,1 pc,TRUE,199,199
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Pedia Sure Fun And Learn,-,1 pkt,TRUE,505,505
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,PREMIUM CHOCOLATE FLAVOUR 200G,-,1 pkt,TRUE,295,295
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,protinex chocolate flavour,-,1 pkt,TRUE,365,365
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,protinex original,-,1 btl,TRUE,595,595
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,protinex original 250 gm,-,1 btl,TRUE,380,380
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Women's Horlicks Chocolate Flavour 400g,-,1 pc,TRUE,299,299
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Womens Horlicks Caramel Flavor 400g,-,1 pc,TRUE,284,284